Latitude,Longitude,City,Metropolitan Statistical Area,Average Daily Rate (USD),Annual Revenue LTM (USD),Airbnb Superhost,Occupancy Rate LTM,Airbnb Host ID,Property ID,Property Type
18.48599,-67.10062,San Antonio,"Aguadilla-Isabela, PR Metro Area",85.86,9960,FALSE,0.361,209466941,ab-28518610,House
18.35599,-66.04016,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",35,1785,FALSE,0.911,215195206,ab-28519474,Apartment
18.44224,-66.02239,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",210.5,22945,TRUE,0.45,62332693,ab-28520599,Apartment
18.455,-66.07,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",110.79,23598,TRUE,0.712,215265740,ab-28521076,Condominium
18.33182,-65.6341,Puerto Real,"San Juan-Carolina-Caguas, PR Metro Area",110,770,FALSE,0.066,185665212,ab-28521443,Apartment
18.31289,-65.31024,Culebra,NA,135.95,19577,FALSE,0.457,98590442,ab-28522270,Bungalow
18.23151,-66.05653,Caguas,"San Juan-Carolina-Caguas, PR Metro Area",59.82,6820,FALSE,0.489,117148592,ab-28524440,Apartment
18.46563,-66.11381,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",173,173,FALSE,0.048,213537598,ab-28534439,Apartment
18.45472046637675,-66.08719777598547,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,214796078,ab-28535380,Apartment
18.44873,-66.05659,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",118.87,21753,FALSE,0.574,215341322,ab-28535491,House
18.4501,-66.05768,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",76.51,14461,FALSE,0.659,215341322,ab-28536898,House
18.34141,-65.63897,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",99.36,13910,FALSE,0.504,108146429,ab-28536985,Condominium
18.43112,-65.84788,Loiza,"San Juan-Carolina-Caguas, PR Metro Area",105.09,4834,FALSE,0.561,4047557,ab-28537174,Condominium
18.29466158949464,-67.20812219555204,Anasco,"Aguadilla-Isabela, PR Metro Area",428.53,8142,FALSE,0.613,92676764,ab-28537458,Condominium
18.29403465620139,-67.20940957296081,Anasco,"Aguadilla-Isabela, PR Metro Area",428.53,8142,FALSE,0.613,92676764,ab-28537462,Condominium
18.29469793896212,-67.20966362186905,Anasco,"Aguadilla-Isabela, PR Metro Area",428.53,8142,FALSE,0.613,92676764,ab-28537465,Condominium
18.29576642138061,-67.20950494159483,Anasco,"Aguadilla-Isabela, PR Metro Area",428.53,8142,FALSE,0.613,92676764,ab-28537468,Condominium
18.29493930979571,-67.20850910250343,Anasco,"Aguadilla-Isabela, PR Metro Area",428.53,8142,FALSE,0.613,92676764,ab-28537469,Condominium
18.29628160264941,-67.20845883420073,Anasco,"Aguadilla-Isabela, PR Metro Area",428.53,8142,FALSE,0.613,92676764,ab-28537471,Condominium
18.29622415099143,-67.21019253150922,Anasco,"Aguadilla-Isabela, PR Metro Area",428.53,8142,FALSE,0.613,92676764,ab-28537474,Condominium
18.29476614184889,-67.20876291015489,Anasco,"Aguadilla-Isabela, PR Metro Area",237.68,4516,FALSE,0.613,92676764,ab-28537512,Condominium
18.29407152822746,-67.2082598938495,Anasco,"Aguadilla-Isabela, PR Metro Area",237.68,4516,FALSE,0.613,92676764,ab-28537513,Condominium
18.29571877337446,-67.20803896506865,Anasco,"Aguadilla-Isabela, PR Metro Area",237.68,4516,FALSE,0.613,92676764,ab-28537514,Condominium
18.29545275133756,-67.20948271748007,Anasco,"Aguadilla-Isabela, PR Metro Area",237.68,4516,FALSE,0.613,92676764,ab-28537517,Condominium
18.29610965783786,-67.2080638781515,Anasco,"Aguadilla-Isabela, PR Metro Area",237.68,4516,FALSE,0.613,92676764,ab-28537518,Condominium
18.29550941871901,-67.2084733051873,Anasco,"Aguadilla-Isabela, PR Metro Area",237.68,4516,FALSE,0.613,92676764,ab-28537519,Condominium
18.29624417875419,-67.20807208947038,Anasco,"Aguadilla-Isabela, PR Metro Area",237.68,4516,FALSE,0.613,92676764,ab-28537521,Condominium
18.29416868402992,-67.2082691109092,Anasco,"Aguadilla-Isabela, PR Metro Area",237.68,4516,FALSE,0.613,92676764,ab-28537523,Condominium
18.29493164607915,-67.20815885620793,Anasco,"Aguadilla-Isabela, PR Metro Area",237.68,4516,FALSE,0.613,92676764,ab-28537525,Condominium
18.45609093833811,-66.06434152618519,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,132994084,ab-28537756,Condominium
18.45334,-66.07218,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",77.05,5085,FALSE,0.282,215390531,ab-28538926,Condominium
18.45656,-66.06293,NA,"San Juan-Carolina-Caguas, PR Metro Area",217.94,44460,FALSE,0.756,72262204,ab-28540122,Apartment
18.46666,-66.87377,Camuy,"Arecibo, PR Metro Area",70.47,4510,TRUE,0.471,187983230,ab-28541681,Apartment
18.22445,-66.35648,Orocovis,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,215441598,ab-28545669,Tiny house
18.37922,-66.10524,Guaynabo,"San Juan-Carolina-Caguas, PR Metro Area",29.85,985,FALSE,0.158,193673077,ab-28546603,Farm stay
18.46542,-66.114,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",172.76,38007,TRUE,0.673,122369992,ab-28555355,Apartment
18.44452,-66.01433,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,34095686,ab-28555497,Apartment
18.44487,-66.01716,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",525.46,21544,FALSE,0.333,141600329,ab-28557213,House
18.44372,-66.01758,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",199.16,37242,FALSE,0.789,67884,ab-28557725,Apartment
18.34702,-67.25789,Rincon,"Aguadilla-Isabela, PR Metro Area",134.49,13584,TRUE,0.445,129937657,ab-28558393,Bungalow
18.44213,-66.05428,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",31.17,5705,FALSE,0.538,56775770,ab-28558888,Apartment
18.44697,-66.06242,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,66523639,ab-28561099,Apartment
18.38832,-65.75439,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",266.33,799,FALSE,0.048,215525503,ab-28561403,Condominium
18.44275,-66.01993,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",98.41,6790,FALSE,0.345,92450804,ab-28563890,Condominium
18.09553,-67.19407,Cabo Rojo,"San Germán, PR Metro Area",62.19,7152,FALSE,0.596,215581656,ab-28564531,Condominium
18.46273,-66.19136,Toa Baja,"San Juan-Carolina-Caguas, PR Metro Area",125.61,5150,FALSE,0.456,108435734,ab-28564657,Condominium
17.98017600521365,-67.05823677899076,Lajas,"San Germán, PR Metro Area",NA,0,FALSE,NA,198919958,ab-28566243,Apartment
18.43162878221798,-65.84643219046997,Loiza,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,174613626,ab-28567943,Condominium
18.27733,-65.64707,Ceiba,"San Juan-Carolina-Caguas, PR Metro Area",82.5,8828,FALSE,0.389,197755535,ab-28574283,Condominium
18.37082,-67.18815,Aguada,"Aguadilla-Isabela, PR Metro Area",88.24,20030,TRUE,0.796,214603251,ab-28575527,House
18.4497,-66.05418,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",144.11,19311,FALSE,0.38,215606088,ab-28575750,House
18.38861,-65.75614,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",197.75,30058,TRUE,0.685,16171615,ab-28576995,Apartment
18.46724,-66.1178,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",138.24,21565,FALSE,0.655,215679040,ab-28577445,Condominium
18.38136205810866,-65.71958004831443,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",100,200,FALSE,0.067,215694321,ab-28579228,Condominium
18.40158,-66.03685,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",63.64,1400,FALSE,0.297,139903281,ab-28580599,Condominium
18.35181159930754,-67.23205152582302,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,210777988,ab-28580678,Apartment
18.17902774391317,-66.30338184897873,Barranquitas,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,214344080,ab-28581424,Room in boutique hotel
18.19291,-66.13261,Cidra,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,215714751,ab-28581837,Nature lodge
18.178,-66.304,Barranquitas,"San Juan-Carolina-Caguas, PR Metro Area",152.29,2589,TRUE,0.113,214344080,ab-28582000,Room in boutique hotel
18.178,-66.304,Barranquitas,"San Juan-Carolina-Caguas, PR Metro Area",203.26,3862,TRUE,0.105,214344080,ab-28582394,Room in boutique hotel
18.48684995299055,-66.40409316863328,Vega Baja,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,215725275,ab-28583040,House
18.45385966001728,-66.08506076507095,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,5409387,ab-28583406,Apartment
18.178,-66.304,Barranquitas,"San Juan-Carolina-Caguas, PR Metro Area",155.42,1865,TRUE,0.081,214344080,ab-28583575,Room in boutique hotel
18.35413021463283,-66.5733192132878,Florida,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,142889544,ab-28585993,House
18.37754337800777,-66.15964282734454,Bayamon,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,36522850,ab-28588822,House
17.979,-67.212,Boqueron,"San Germán, PR Metro Area",108.23,13529,TRUE,0.401,143521222,ab-28588831,Apartment
17.97862567562472,-67.21280338004021,Boqueron,"San Germán, PR Metro Area",NA,0,FALSE,NA,148306133,ab-28589846,Chalet
18.39026,-65.75759,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",460,460,FALSE,0.034,98475026,ab-28601957,Condominium
18.15309,-65.43853,Vieques,NA,41.21,1566,FALSE,0.418,24041795,ab-28602616,House
18.08556921414284,-65.79760350580638,Humacao,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,31515406,ab-28603737,Condominium
18.4659,-66.11368,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",133.42,14009,TRUE,0.861,215886107,ab-28605093,Apartment
18.50864,-67.05531,Isabela,"Aguadilla-Isabela, PR Metro Area",139.51,21903,TRUE,0.592,12577534,ab-28606231,Apartment
18.37646,-67.18042,Aguada,"Aguadilla-Isabela, PR Metro Area",128.05,26762,TRUE,0.624,215900999,ab-28606856,Condominium
18.45493,-66.06753,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",50,1450,FALSE,1,211421957,ab-28606983,Condominium
18.01899,-67.1338,Boqueron,"San Germán, PR Metro Area",NA,0,FALSE,NA,215914289,ab-28608621,House
18.2155,-66.10016,Caguas,"San Juan-Carolina-Caguas, PR Metro Area",58.31,933,FALSE,0.089,187816269,ab-28611387,Tiny house
18.37787,-66.09653,Guaynabo,"San Juan-Carolina-Caguas, PR Metro Area",75,150,FALSE,0.222,215929772,ab-28611979,Apartment
18.28019632130672,-65.64046982499876,Ceiba,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,102869094,ab-28619178,Condominium
18.44832596190484,-66.03434145447622,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,216006874,ab-28623640,Condominium
18.11454392990547,-65.49188955004738,Vieques,NA,NA,0,FALSE,NA,2655034,ab-28626008,Guesthouse
18.37184,-67.18835,Aguada,"Aguadilla-Isabela, PR Metro Area",71.09,15356,TRUE,0.73,214603251,ab-28627249,Bed and breakfast
18.40645,-66.10975,Guaynabo,"San Juan-Carolina-Caguas, PR Metro Area",50,1300,FALSE,0.839,216060429,ab-28631679,Apartment
18.45214,-66.05541,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",81.71,2860,FALSE,0.222,775657,ab-28631818,Apartment
18.027,-67.175,Boqueron,"San Germán, PR Metro Area",155.88,22135,FALSE,0.505,216076962,ab-28633953,Apartment
18.37746,-67.17765,Aguada,"Aguadilla-Isabela, PR Metro Area",121.55,21393,TRUE,0.613,215900999,ab-28634266,Condominium
18.37724,-67.17675,Aguada,"Aguadilla-Isabela, PR Metro Area",113.55,20325,TRUE,0.556,215900999,ab-28634983,Apartment
18.37702,-67.17806,Aguada,"Aguadilla-Isabela, PR Metro Area",113.16,23990,TRUE,0.606,215900999,ab-28635411,Apartment
18.45416,-66.07416,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",86,2064,FALSE,0.522,151398728,ab-28636403,Condominium
18.10123,-67.18852,Cabo Rojo,"San Germán, PR Metro Area",NA,0,FALSE,NA,216114037,ab-28639144,Apartment
18.08315,-65.80011,Humacao,"San Juan-Carolina-Caguas, PR Metro Area",139.58,6700,FALSE,0.246,215729447,ab-28639509,Apartment
18.22154,-67.10544,Mayaguez,"Mayagüez, PR Metro Area",81.49,3015,FALSE,0.771,28820998,ab-28639981,House
18.3417110000694,-65.63770357477169,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,195023578,ab-28641398,Condominium
18.4483611172833,-66.0728711973725,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,96063106,ab-28651152,Apartment
18.42983,-66.0183,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",91.52,6040,FALSE,0.846,27645590,ab-28651597,Condominium
18.45138,-66.07147,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",65.95,7057,FALSE,0.517,216203766,ab-28653747,Apartment
18.4523,-66.04295,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,151398728,ab-28657764,Condominium
18.42738620857919,-66.00810010097173,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,14356999,ab-28658153,Guest suite
18.0781,-66.35654,Coamo,"Coamo, PR Micro Area",113.4,1134,FALSE,0.161,201721541,ab-28658377,Apartment
18.13415,-65.43276,Vieques,NA,73.61,14353,TRUE,0.629,38500433,ab-28658693,Room in boutique hotel
18.46131,-66.08513,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",149.26,15225,TRUE,0.823,122369992,ab-28658819,Apartment
18.4562,-66.07497,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",181.32,8522,FALSE,0.61,151398728,ab-28658829,Condominium
18.3998618189847,-66.15909037570543,Bayamon,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,211387614,ab-28659384,House
18.13449,-65.43167,Vieques,NA,296.88,54625,TRUE,0.503,38500433,ab-28660498,Room in boutique hotel
18.16944962851328,-66.59033765031998,Coto Laurel,"Ponce, PR Metro Area",NA,0,FALSE,NA,26206916,ab-28660664,Chalet
18.46129,-66.08591,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",154.07,18950,TRUE,0.898,122369992,ab-28661928,Apartment
18.46304,-66.0844,NA,"San Juan-Carolina-Caguas, PR Metro Area",145.98,14744,TRUE,0.656,122369992,ab-28666541,Apartment
18.50383,-67.13083,Aguadilla,"Aguadilla-Isabela, PR Metro Area",66.95,6628,FALSE,0.329,16086246,ab-28668164,Apartment
18.37499,-65.71288,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",186.76,9525,FALSE,0.172,216301707,ab-28668234,Condominium
18.38134,-65.71948,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",99.42,16305,TRUE,0.766,51605057,ab-28668772,Apartment
18.37212,-67.24634,Rincon,"Aguadilla-Isabela, PR Metro Area",369.78,24775,FALSE,0.295,21441393,ab-28669061,Villa
18.45688,-66.07453,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",146.43,28407,TRUE,0.649,187190960,ab-28670485,Apartment
18.41181545567524,-66.15834818788045,Bayamon,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,211387614,ab-28671611,Apartment
18.40634299258878,-66.15763920961172,Bayamon,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,121604224,ab-28676101,Apartment
18.44809,-66.05624,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",112.17,20191,FALSE,0.526,215341322,ab-28683541,House
18.45529,-66.06504,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",113.34,7934,FALSE,0.5,72262204,ab-28684749,Condominium
18.45458932407394,-66.06305890843497,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,72262204,ab-28685248,Condominium
18.39602,-66.07661,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",117.04,20716,FALSE,0.656,216437880,ab-28689574,House
18.34063,-67.25276,Rincon,"Aguadilla-Isabela, PR Metro Area",69.5,556,FALSE,0.267,82726963,ab-28690334,House
18.39846327248388,-66.16142027662906,Bayamon,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,121604224,ab-28692729,House
18.44768,-66.03514,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,53156994,ab-28693457,Condominium
18.42197,-66.05529,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",53.09,11203,FALSE,0.696,27641152,ab-28693532,Apartment
18.445430000000002,-66.01844,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",173.75,1390,FALSE,0.086,64224868,ab-28693604,Serviced apartment
18.45020524850849,-66.08412716933012,NA,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,74182266,ab-28695050,Apartment
18.03637,-67.17875,Boqueron,"San Germán, PR Metro Area",163.74,13099,FALSE,0.255,191005904,ab-28698500,Apartment
18.4391,-67.12702,Aguadilla,"Aguadilla-Isabela, PR Metro Area",63.11,15335,TRUE,0.677,216503608,ab-28699438,Apartment
18.13710579378501,-65.45251478749495,Vieques,NA,NA,0,FALSE,NA,136649059,ab-28700195,Apartment
18.47774,-66.26135,Dorado,"San Juan-Carolina-Caguas, PR Metro Area",102.59,26570,TRUE,0.736,138062737,ab-28708716,Apartment
18.44973,-67.15641,Aguadilla,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,119704172,ab-28713280,House
18.425,-65.843,Loiza,"San Juan-Carolina-Caguas, PR Metro Area",113.65,10115,TRUE,0.265,50210187,ab-28713472,Condominium
18.38205,-65.71941,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",137.93,12138,FALSE,0.494,216588541,ab-28713782,Apartment
18.23708,-66.00035,Gurabo,"San Juan-Carolina-Caguas, PR Metro Area",40,760,FALSE,0.158,213590002,ab-28716314,House
18.4419594683243,-66.02014406669777,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,213587834,ab-28717890,Condominium
18.50459,-67.07063,Isabela,"Aguadilla-Isabela, PR Metro Area",178,890,FALSE,0.161,176343753,ab-28720232,House
18.4096,-66.20712,Toa Baja,"San Juan-Carolina-Caguas, PR Metro Area",68.43,1437,FALSE,0.339,160977393,ab-28729058,House
18.307,-65.305,Culebra,NA,98.9,2868,FALSE,0.159,161939884,ab-28729539,Room in hotel
18.02859,-67.17263,Boqueron,"San Germán, PR Metro Area",105.52,14350,FALSE,0.546,216720141,ab-28732131,House
18.36287,-66.38475,Vega Baja,"San Juan-Carolina-Caguas, PR Metro Area",212.29,24413,TRUE,0.491,87592710,ab-28735012,House
18.05192329005784,-66.98316289772957,Sabana Grande,"San Germán, PR Metro Area",NA,0,FALSE,NA,5894225,ab-28735771,Cottage
18.47781,-66.27396,Dorado,"San Juan-Carolina-Caguas, PR Metro Area",104.07,5620,TRUE,0.871,38978405,ab-28736542,Apartment
18.30754,-65.30447,Culebra,NA,104.58,3974,FALSE,0.139,161939884,ab-28736885,Room in hotel
18.31117,-65.31092,Culebra,NA,223.82,32454,FALSE,0.468,98590442,ab-28739444,Cottage
18.31376,-65.31109,Culebra,NA,149.85,14685,FALSE,0.297,98590442,ab-28740081,Bungalow
18.48114,-66.34426,Vega Alta,"San Juan-Carolina-Caguas, PR Metro Area",40,3160,FALSE,0.868,112543659,ab-28740641,Hostel
18.45155,-66.05535,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",54.13,1624,FALSE,0.484,40687105,ab-28749179,Apartment
18.46085,-66.11681,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",141.79,33888,TRUE,0.761,74455895,ab-28750391,Apartment
18.22866,-66.05494,Caguas,"San Juan-Carolina-Caguas, PR Metro Area",56.41,4513,TRUE,0.339,98976471,ab-28751189,Apartment
18.47023,-66.2768,Dorado,"San Juan-Carolina-Caguas, PR Metro Area",93.44,4485,FALSE,0.21,65249481,ab-28751809,Guest suite
18.43065,-65.86341,Loiza,"San Juan-Carolina-Caguas, PR Metro Area",110,990,FALSE,0.29,74377690,ab-28753333,Apartment
18.15295428103964,-65.43854905122838,Vieques,NA,NA,0,FALSE,NA,24041795,ab-28757672,Bed and breakfast
18.34494,-67.25585,Rincon,"Aguadilla-Isabela, PR Metro Area",60.47,12577,TRUE,0.671,216941683,ab-28761012,Apartment
18.454,-66.088,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",72.78,20013,TRUE,0.868,77348194,ab-28761773,Condominium
18.33304,-65.6311,Puerto Real,"San Juan-Carolina-Caguas, PR Metro Area",109.76,4500,FALSE,0.171,40464137,ab-28762467,Apartment
18.42087209423507,-66.05419362957537,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,135720116,ab-28764236,Condominium
18.33236,-65.65853,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",95.33,1144,FALSE,0.132,216800047,ab-28773425,Condominium
18.44180735009747,-66.02179432031159,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,217046304,ab-28775447,Apartment
18.03783972804022,-67.17913527297762,Boqueron,"San Germán, PR Metro Area",NA,0,FALSE,NA,213507082,ab-28777297,Condominium
18.46616,-66.11216,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",85.11,11320,TRUE,0.42,214681064,ab-28777650,Apartment
18.31398151000897,-65.29229477978298,Culebra,NA,NA,0,FALSE,NA,29570543,ab-28779026,House
18.441,-66.056,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",148.14,6518,TRUE,0.815,217085075,ab-28780654,Condominium
18.45447699389422,-66.06489588265237,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,72262204,ab-28782465,Condominium
18.31702654739346,-67.22021707963772,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,19187424,ab-28783329,House
18.30823,-65.29492,NA,NA,199.81,6194,FALSE,0.33,126630924,ab-28783554,Apartment
18.26555,-66.00035,Gurabo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,134743433,ab-28784309,Condominium
18.298,-65.986,Gurabo,"San Juan-Carolina-Caguas, PR Metro Area",181.34,37357,TRUE,0.63,67880556,ab-28784944,Farm stay
18.30699,-65.30479,Culebra,NA,98.29,5013,FALSE,0.189,161939884,ab-28793178,Room in hotel
18.15126705955779,-65.43912208593663,Vieques,NA,NA,0,FALSE,NA,24041795,ab-28797540,Bed and breakfast
18.32009,-67.23813,Rincon,"Aguadilla-Isabela, PR Metro Area",135.85,8015,FALSE,0.952,144979307,ab-28801884,House
18.47643,-66.27568,Dorado,"San Juan-Carolina-Caguas, PR Metro Area",193.23,9275,FALSE,0.264,21939856,ab-28804303,Condominium
18.29957,-65.28762,NA,NA,521.05,39600,TRUE,0.39,38150797,ab-28804839,House
18.45545,-66.07357,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",161.6,2424,TRUE,0.682,10425950,ab-28805715,Condominium
18.39189691485782,-67.19508332753622,Aguada,"Aguadilla-Isabela, PR Metro Area",NA,0,TRUE,NA,12432001,ab-28807003,Apartment
17.9791010861012,-67.06019667136847,Lajas,"San Germán, PR Metro Area",NA,0,FALSE,NA,36358691,ab-28807188,House
18.45169,-66.04434,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",71.73,18722,TRUE,0.768,103451276,ab-28807344,House
18.44202,-66.02329,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",258.96,43505,FALSE,0.596,217291741,ab-28810718,Condominium
18.43074665960695,-65.84739824966817,Loiza,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,126630924,ab-28811435,Condominium
18.44577181083628,-66.065929318720407,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,217304350,ab-28812410,Apartment
18.36645,-66.0993,Guaynabo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,192688710,ab-28812493,Guesthouse
18.44641,-66.06628,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,217304350,ab-28813033,Apartment
18.46633,-66.11328,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",80.99,12796,TRUE,0.477,214681064,ab-28828543,Apartment
18.41612,-66.06971,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",153.33,1073,FALSE,0.226,144979307,ab-28830659,Apartment
18.28235,-66.29922,Corozal,"San Juan-Carolina-Caguas, PR Metro Area",55.36,1550,FALSE,0.318,188852527,ab-28831165,House
18.43453,-65.97924,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",607.9,124619,TRUE,0.607,217410025,ab-28831376,House
18.42993,-65.84674,Loiza,"San Juan-Carolina-Caguas, PR Metro Area",80,3360,FALSE,0.6,105817137,ab-28831821,Apartment
18.33967984899851,-67.25098437136347,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,143673127,ab-28835163,House
18.47761158917805,-66.27480903984511,Dorado,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,172249185,ab-28835966,Condominium
18.35951,-67.19914,Aguada,"Aguadilla-Isabela, PR Metro Area",56.53,2261,FALSE,0.215,33662727,ab-28836750,House
18.29055,-65.6371,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",172.32,9133,TRUE,0.602,5684374,ab-28837992,House
18.454,-66.088,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",87.03,12446,TRUE,0.633,36577905,ab-28839900,Condominium
18.38792,-65.76485,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",100,15900,TRUE,0.468,209537511,ab-28841000,Villa
18.50182,-67.12708,Aguadilla,"Aguadilla-Isabela, PR Metro Area",77.71,16475,FALSE,0.669,217513208,ab-28845421,House
18.44974,-66.04774,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",134.16,17576,FALSE,0.434,33546815,ab-28846957,House
18.33883,-65.839340000000007,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",150,300,FALSE,0.065,216231723,ab-28854467,Condominium
18.45323,-66.0873,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",102.22,14004,TRUE,0.509,106303373,ab-28856122,Condominium
18.31954,-67.24612,Rincon,"Aguadilla-Isabela, PR Metro Area",134.91,4722,FALSE,0.389,70729036,ab-28856333,Condominium
18.46702,-66.11343,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",124,9424,FALSE,0.319,3715628,ab-28861977,Apartment
18.46204431593234,-66.08501175752316,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,80058743,ab-28862151,Room in aparthotel
18.453,-66.06798,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",36.03,6701,FALSE,0.562,85107339,ab-28862194,Apartment
18.20264160303326,-65.95361278395627,San Lorenzo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,85704351,ab-28864457,House
18.37238,-67.18736,Aguada,"Aguadilla-Isabela, PR Metro Area",40.37,6620,TRUE,0.641,214603251,ab-28866229,Bed and breakfast
